amfi_code,CAGR_1Y,CAGR_3Y,CAGR_5Y,scheme_name,Sharpe Ratio,Sortino Ratio,Alpha,Beta,Maximum Drawdown,expense_ratio_pct,Return Rank,Sharpe Rank,Alpha Rank,Expense Rank,Drawdown Rank,Return Score,Sharpe Score,Alpha Score,Expense Score,Drawdown Score,Fund Score,Overall Rank
148567,0.20360678307711866,0.3400091602163293,0.2679927700697151,Mirae Asset Large Cap Fund - Regular - Growth,1.0682238272314732,1.490738952294708,0.2698375144191807,0.023683558075848626,-0.11265729075028275,1.46,2.0,1.0,7.0,23.0,8.0,97.43589743589743,100.0,84.61538461538461,43.58974358974359,82.05128205128204,85.89743589743588,1
120505,0.29604659337893646,0.317775371512347,0.2837676208804263,ICICI Pru Midcap Fund - Regular - Growth,0.8832556184698839,1.2858427838168305,0.2926358334175106,0.0005490042506317005,-0.18188513572116294,1.36,5.0,4.0,3.0,15.0,25.0,89.74358974358975,92.3076923076923,94.87179487179486,64.1025641025641,38.46153846153847,82.43589743589743,2
120843,0.26657081760850154,0.2958277033726251,0.2674249401072899,Kotak Flexicap Fund - Regular - Growth,0.965560651744012,1.4795034584167766,0.27330465038306057,-0.022829569792426566,-0.1297396816518679,1.45,7.0,2.0,5.0,22.0,13.0,84.61538461538461,97.43589743589743,89.74358974358975,46.15384615384615,69.23076923076923,81.53846153846153,3
100033,0.5323239623092084,0.32442459421956116,0.260740682788986,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.8082678003905593,1.1442164603950202,0.2719535450128533,0.005103525830528331,-0.16217208574644848,1.38,4.0,7.0,6.0,17.0,20.0,92.3076923076923,84.61538461538461,87.17948717948718,58.97435897435898,51.28205128205128,80.25641025641023,4
120504,0.13064279264417977,0.3248742855621496,0.20234028033314222,ICICI Pru Bluechip Fund - Direct - Growth,0.7146822636441237,1.0639638792991957,0.2119482701352573,0.016232169761416993,-0.12588275606922517,0.8,3.0,11.0,13.0,12.0,12.0,94.87179487179486,74.35897435897436,69.23076923076923,71.7948717948718,71.7948717948718,78.84615384615384,5
119094,0.22261065131342206,0.35111802096428524,0.24445308534360555,Axis Midcap Fund - Regular - Growth,0.7305467735561727,1.0552844773147763,0.2607666908004223,-0.06626542862803761,-0.20960883862039192,1.38,1.0,9.0,9.0,17.0,28.0,100.0,79.48717948717949,79.48717948717949,58.97435897435898,30.76923076923077,77.6923076923077,6
119551,0.6043734071403091,0.3045652442030289,0.22384873172214603,SBI Bluechip Fund - Regular Plan - Growth,0.8609773262277756,1.2914833497690066,0.23201007160635082,-0.03175144113890976,-0.1501238549864533,1.54,6.0,5.0,10.0,30.5,17.0,87.17948717948718,89.74358974358975,76.92307692307693,24.358974358974358,58.97435897435898,73.52564102564104,7
148569,0.3975176148971702,0.2917890157839378,0.2762985997578453,Mirae Asset Tax Saver Fund - Regular - Growth,0.9190465356358282,1.3528150221233652,0.2827036785246582,0.018133884083859218,-0.1639674294693263,1.6,8.0,3.0,4.0,36.5,21.0,82.05128205128204,94.87179487179486,92.3076923076923,8.974358974358974,48.717948717948715,73.01282051282051,8
119598,0.8277605861507404,0.2666992200118774,0.28033223731546975,SBI Small Cap Fund - Regular Plan - Growth,0.7116901743847246,1.0672557743438265,0.3033696538698332,-0.0231960620440597,-0.2870600572176455,1.43,12.0,13.0,1.0,21.0,36.0,71.7948717948718,69.23076923076923,100.0,48.717948717948715,10.256410256410255,67.17948717948717,9
101206,0.4792412023860102,0.2896769452874166,0.20442729550832484,ABSL Frontline Equity Fund - Regular - Growth,0.717408995989017,1.0639085968011799,0.21399784776051212,0.021086316250128002,-0.11291596329323073,1.6,9.0,10.0,12.0,36.5,9.0,79.48717948717949,76.92307692307693,71.7948717948718,8.974358974358974,79.48717948717949,66.73076923076923,10
149324,0.6513871892998797,0.27000426614519246,0.2791743018490922,DSP Small Cap Fund - Regular - Growth,0.7144216579881013,1.0309617308730288,0.3005787817097677,0.011455159960520721,-0.31171900300634214,1.52,10.0,12.0,2.0,26.5,37.0,76.92307692307693,71.7948717948718,97.43589743589743,34.61538461538461,7.6923076923076925,66.47435897435898,11
149323,0.21481222193726257,0.268699908289022,0.256118065778393,DSP Midcap Fund - Regular - Growth,0.8328852279505965,1.167793379907482,0.26598577542043045,-0.0025230046646992563,-0.17248105753451382,1.61,11.0,6.0,8.0,38.0,22.0,74.35897435897436,87.17948717948718,82.05128205128204,5.128205128205128,46.15384615384615,65.8974358974359,12
118632,0.339810484550213,0.22652359830098634,0.2088111809083788,Nippon India Large Cap Fund - Regular - Growth,0.7588510310771438,1.0988795112458636,0.21829397904608644,-0.00835383212696199,-0.17414075086657232,1.51,14.0,8.0,11.0,24.5,23.0,66.66666666666666,82.05128205128204,74.35897435897436,39.743589743589745,43.58974358974359,65.7051282051282,13
119552,0.05706100044974027,0.16267372294624916,0.18713118910689763,SBI Bluechip Fund - Direct Plan - Growth,0.6482414723266906,0.9265632920561693,0.1986859936686296,-0.02615930751351343,-0.11803493502764295,0.66,23.0,14.0,15.0,4.0,11.0,43.58974358974359,66.66666666666666,64.1025641025641,92.3076923076923,74.35897435897436,63.84615384615385,14
125497,0.2867535802656873,0.18434488610520172,0.16555918956858906,HDFC Top 100 Fund - Direct Plan - Growth,0.5062729716095955,0.734797599748163,0.17729754927531766,0.0488204042595774,-0.15200013055606398,0.92,19.0,18.0,16.0,14.0,18.0,53.84615384615385,56.41025641025641,61.53846153846154,66.66666666666666,56.41025641025641,58.205128205128204,15
118633,0.25539980483954094,0.2108997654925684,0.14188358083768593,Nippon India Large Cap Fund - Direct - Growth,0.3888288460001742,0.5886328565297931,0.15643835948169668,-0.036639006718609354,-0.18629743138595511,0.72,15.0,21.0,22.0,5.5,26.0,64.1025641025641,48.717948717948715,46.15384615384615,88.46153846153845,35.8974358974359,57.5,16
118635,0.22493224932249345,0.20008208380471482,0.13914386506748544,Nippon India ETF Nifty 50 BeES,0.39318819691240553,0.5694261625753934,0.1513635464823924,-0.0014335213897801022,-0.1165062450540909,0.89,17.0,20.0,23.0,13.0,10.0,58.97435897435898,51.28205128205128,43.58974358974359,69.23076923076923,76.92307692307693,57.30769230769231,17
102885,0.20207703983094838,0.1966726206830185,0.1587882255741997,UTI Nifty 50 Index Fund - Regular - Growth,0.5197971450361778,0.7729719235511073,0.17048756803412696,-0.019486785689474546,-0.1085986215250232,1.57,18.0,16.0,19.0,34.0,7.0,56.41025641025641,61.53846153846154,53.84615384615385,15.384615384615385,84.61538461538461,53.84615384615385,18
120503,0.08489081269294418,0.13978381933703043,0.16355566129520227,ICICI Pru Bluechip Fund - Regular - Growth,0.5165503915082101,0.7329158023031636,0.17703302365844073,-0.040268952369820595,-0.13897862823061635,1.42,25.0,17.0,17.0,20.0,14.0,38.46153846153847,58.97435897435898,58.97435897435898,51.28205128205128,66.66666666666666,52.43589743589744,19
148568,0.14269394138778924,0.14748035533586012,0.1956595954624316,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.6406730942266642,0.955767194381326,0.20873010086942337,-0.02638771994384303,-0.1527259422823477,1.52,24.0,15.0,14.0,26.5,19.0,41.02564102564102,64.1025641025641,66.66666666666666,34.61538461538461,53.84615384615385,52.243589743589745,20
120506,0.4181904829701364,0.1842199653744454,0.1488859671244569,ICICI Pru Value Discovery Fund - Regular - Growth,0.40461547832920475,0.5781364061026485,0.1625385327998104,0.041896462728119754,-0.1982565826298267,1.41,20.0,19.0,20.0,19.0,27.0,51.28205128205128,53.84615384615385,51.28205128205128,53.84615384615385,33.33333333333333,50.51282051282052,21
119093,0.197667410165155,0.20816771175535864,0.06917406025598449,Axis Bluechip Fund - Direct - Growth,-0.04707325681075911,-0.06789981210009612,0.08232801295222093,0.02588321244009314,-0.21751396370148224,0.75,16.0,28.0,28.0,8.0,31.0,61.53846153846154,30.76923076923077,30.76923076923077,82.05128205128204,23.076923076923077,46.92307692307692,22
102887,0.135831349444816,0.25556187904126526,0.146781096489218,UTI Flexi Cap Fund - Regular - Growth,0.3846373345033844,0.571857543023029,0.16211256794033255,0.016682689437770855,-0.21539827112383225,1.64,13.0,22.0,21.0,39.5,30.0,69.23076923076923,46.15384615384615,48.717948717948715,1.282051282051282,25.64102564102564,44.80769230769231,23
149322,0.1811115252275146,0.18044206486636138,0.11695026862847113,DSP Top 100 Equity Fund - Regular - Growth,0.2396633677728517,0.33295209417121097,0.13173190226099432,-0.004050271130006519,-0.14844576917771746,1.54,21.0,25.0,24.0,30.5,16.0,48.717948717948715,38.46153846153847,41.02564102564102,24.358974358974358,61.53846153846154,42.24358974358974,24
125498,0.15443720834451846,0.11245222866621418,0.09880199138430035,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.13479784106103954,0.19294712720125923,0.11989100971217971,0.009054412621739153,-0.21117279560132118,0.78,26.0,26.0,26.0,10.0,29.0,35.8974358974359,35.8974358974359,35.8974358974359,76.92307692307693,28.205128205128204,41.282051282051285,25
118634,0.15811221971300937,0.08007927728656083,0.14274127320122987,Nippon India Small Cap Fund - Regular - Growth,0.29234325101099307,0.41130360047665027,0.1750072167561127,0.10349663691337586,-0.2334488614483311,1.53,27.0,23.0,18.0,28.5,32.0,33.33333333333333,43.58974358974359,56.41025641025641,29.48717948717949,20.51282051282051,38.65384615384615,26
120841,0.16837098075385626,0.1726727508371786,0.1181544242649819,Kotak Bluechip Fund - Regular - Growth,0.25511741256223125,0.3766193408262903,0.13042924450705445,0.036356399022199816,-0.1757361416468729,1.59,22.0,24.0,25.0,35.0,24.0,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,37.82051282051282,27
120507,0.0742505077613469,0.07394286300360076,0.06341690270358713,ICICI Pru Liquid Fund - Regular - Growth,-3.6501838785684795,-7.208233748898268,0.06746210411099539,-0.0004440926329707225,-0.0009773140045925555,0.74,29.0,38.0,31.0,7.0,1.0,28.205128205128204,5.128205128205128,23.076923076923077,84.61538461538461,100.0,37.05128205128205,28
120844,0.07120323042122512,0.06695971624586994,0.060604313665645115,Kotak Liquid Fund - Regular - Growth,-4.000348969233409,-7.768003070332341,0.06455677495375998,-0.00040074423947840073,-0.0011629327956168556,0.6,30.0,39.0,32.0,3.0,2.0,25.64102564102564,2.564102564102564,20.51282051282051,94.87179487179486,97.43589743589743,36.41025641025641,29
118636,0.10454939683040276,0.040622050237771434,0.046639279794601585,Nippon India Gilt Securities Fund - Regular - Growth,-0.8505789759662294,-1.2383022198784408,0.05074772999976104,0.0012566742731558612,-0.08316361763638702,0.55,33.0,36.0,35.0,1.0,6.0,17.94871794871795,10.256410256410255,12.82051282051282,100.0,87.17948717948718,34.230769230769226,30
119120,0.055219955107626895,0.05840358798463097,0.051644356698553606,SBI Magnum Gilt Fund - Regular Plan - Growth,-0.7430986305648412,-1.045909778283203,0.05620895216638369,-0.006413850728276463,-0.04328728923970093,0.77,32.0,35.0,34.0,9.0,5.0,20.51282051282051,12.82051282051282,15.384615384615385,79.48717948717949,89.74358974358975,33.333333333333336,31
100025,0.03704968580461343,0.039163899571040384,0.03912652604315703,HDFC Short Term Debt Fund - Regular - Growth,-1.0399413574427758,-1.4612200367895027,0.042817920315060876,0.0011582183155281454,-0.04308263824636349,0.56,34.0,37.0,38.0,2.0,4.0,15.384615384615385,7.6923076923076925,5.128205128205128,97.43589743589743,92.3076923076923,31.41025641025641,32
101208,0.0723664530138024,0.06315784491375509,0.05705734207350055,ABSL Liquid Fund - Regular - Growth,-4.650400707150914,-8.741654278994412,0.060861457957871144,0.0002667096833823833,-0.0016224980244717857,0.79,31.0,40.0,33.0,11.0,3.0,23.076923076923077,0.0,17.94871794871795,74.35897435897436,94.87179487179486,31.153846153846153,33
120842,0.2250195657587366,0.07756003551327284,0.05873842419478348,Kotak Emerging Equity Fund - Regular - Growth,-0.058166811414922526,-0.08069596764131792,0.0780443887615508,0.018056874208118145,-0.24003511326274884,1.56,28.0,29.0,29.0,33.0,33.0,30.76923076923077,28.205128205128204,28.205128205128204,17.94871794871795,17.94871794871795,26.410256410256412,34
119599,0.1394780335518997,-0.01337386614488112,0.01805621440370042,SBI Small Cap Fund - Direct Plan - Growth,-0.13617811182970377,-0.19003542050379565,0.048824215945539845,0.06200180438267165,-0.5257422117012851,0.72,38.0,31.0,36.0,5.5,40.0,5.128205128205128,23.076923076923077,10.256410256410255,88.46153846153845,0.0,22.628205128205124,35
119092,0.016091186722522632,0.005258871209757432,0.055825550357928355,Axis Bluechip Fund - Regular - Growth,-0.13100916883965188,-0.18918833169513888,0.0689952982167755,0.009730745001153628,-0.1440161790933726,1.64,36.0,30.0,30.0,39.5,15.0,10.256410256410255,25.64102564102564,25.64102564102564,1.282051282051282,64.1025641025641,21.217948717948715,36
101207,-0.23986031710270628,-0.04152381044854481,0.0695333570223926,ABSL Small Cap Fund - Regular - Growth,0.052618136475855025,0.07566830445152811,0.10897091901704538,-0.06528924788351527,-0.3544691649336603,1.53,39.0,27.0,27.0,28.5,38.0,2.564102564102564,33.33333333333333,33.33333333333333,29.48717948717949,5.128205128205128,20.705128205128204,37
119095,-0.427976145588544,-0.11705806723995271,0.013376247776951455,Axis Small Cap Fund - Regular - Growth,-0.15165815861644155,-0.21634600934828307,0.048015953637759554,-0.06695117463929204,-0.5167775370852656,1.38,40.0,32.0,37.0,17.0,39.0,0.0,20.51282051282051,7.6923076923076925,58.97435897435898,2.564102564102564,15.76923076923077,38
102886,-0.16797480944407306,-0.007674063178547241,0.010303498015576507,UTI Mid Cap Fund - Regular - Growth,-0.2948889128510891,-0.4205889785291457,0.028969397866379445,-0.042125029021894314,-0.2800112356639287,1.51,37.0,33.0,40.0,24.5,35.0,7.6923076923076925,17.94871794871795,0.0,39.743589743589745,12.82051282051282,14.038461538461537,39
100016,-0.02224270997710287,0.01292649342495622,0.023168434686413164,HDFC Top 100 Fund - Regular Plan - Growth,-0.3210192604995431,-0.4728224084369747,0.03747580763443282,-0.05826843143880895,-0.24734440880673303,1.55,35.0,34.0,39.0,32.0,34.0,12.82051282051282,15.384615384615385,2.564102564102564,20.51282051282051,15.384615384615385,12.82051282051282,40
